127.0.0.1 - - [18/Jun/2025:07:46:57 +0000] "GET / HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [18/Jun/2025:07:46:58 +0000] "GET /AppTest/index.jsp HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [18/Jun/2025:07:46:58 +0000] "GET /favicon.ico HTTP/1.1" 404 693
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:30:02 +0000] "GET /AppTest/index.jsp HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:30:32 +0000] "GET /AppTest/org.apache.catalina.connector.RequestFacade@66419c9f?nom=ddd&email=haidaradjeneba987%40gmail.com HTTP/1.1" 404 746
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:36:30 +0000] "GET /AppTest/index.jsp HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:36:38 +0000] "GET /AppTest/org.apache.catalina.connector.RequestFacade@182456bf?nom=ddd&email=haidaradjeneba987%40gmail.com HTTP/1.1" 404 746
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:36:41 +0000] "GET /AppTest/org.apache.catalina.connector.RequestFacade@182456bf?nom=ddd&email=haidaradjeneba987%40gmail.com HTTP/1.1" 404 746
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:36:42 +0000] "GET /AppTest/org.apache.catalina.connector.RequestFacade@182456bf?nom=ddd&email=haidaradjeneba987%40gmail.com HTTP/1.1" 404 746
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:36:42 +0000] "GET /AppTest/org.apache.catalina.connector.RequestFacade@182456bf?nom=ddd&email=haidaradjeneba987%40gmail.com HTTP/1.1" 404 746
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:36:43 +0000] "GET /AppTest/org.apache.catalina.connector.RequestFacade@182456bf?nom=ddd&email=haidaradjeneba987%40gmail.com HTTP/1.1" 404 746
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:36:43 +0000] "GET /AppTest/org.apache.catalina.connector.RequestFacade@182456bf?nom=ddd&email=haidaradjeneba987%40gmail.com HTTP/1.1" 404 746
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:36:43 +0000] "GET /AppTest/org.apache.catalina.connector.RequestFacade@182456bf?nom=ddd&email=haidaradjeneba987%40gmail.com HTTP/1.1" 404 746
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:38:28 +0000] "GET /AppTest/index.jsp HTTP/1.1" 200 457
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:38:34 +0000] "POST /AppTest/UserServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:38:35 +0000] "GET /AppTest/UserDetails.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:38:42 +0000] "GET /AppTest/UserDetails.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:38:43 +0000] "GET /AppTest/UserDetails.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:57:07 +0000] "GET /AppTest/UserDetails.jsp HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:57:14 +0000] "GET /AppTest/index.jsp HTTP/1.1" 200 457
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:58:54 +0000] "GET /AppTest/index.jsp HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:58:59 +0000] "POST /AppTest/UserServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jun/2025:08:59:00 +0000] "GET /AppTest/error.jsp HTTP/1.1" 200 128
10.172.210.202 - - [18/Jun/2025:09:02:45 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:45 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:46 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:46 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:46 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:46 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:46 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:46 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:46 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:48 +0000] "GET / HTTP/1.0" 404 682
10.172.210.202 - - [18/Jun/2025:09:02:48 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:53 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:53 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:02:55 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:03:00 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:03:02 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:03:04 +0000] "t3 12.2.1 " 400 675
10.172.210.202 - - [18/Jun/2025:09:03:08 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:03:08 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:03:08 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:03:08 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:03:08 +0000] "GET /html/nhome.html HTTP/1.1" 404 779
10.172.210.202 - - [18/Jun/2025:09:03:08 +0000] "GET /api/hpe-restapi.json HTTP/1.1" 404 784
10.172.210.202 - - [18/Jun/2025:09:03:24 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:03:45 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:04:42 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:42 +0000] "GET /favicon2.iso HTTP/1.1" 404 772
10.172.210.202 - - [18/Jun/2025:09:04:42 +0000] "GET /favicon.iso HTTP/1.1" 404 771
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /properties/description.dhtml HTTP/1.1" 404 792
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /properties/configuration.php?tab=Status HTTP/1.1" 404 792
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /header.php?tab=status HTTP/1.1" 404 770
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /aboutprinter.html HTTP/1.1" 404 777
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /properties/configuration.php?tab=Status HTTP/1.1" 404 792
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "-" 400 1907
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "HEAD / null" 400 -
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "HEAD / HTTP/1.0" 404 -
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "HEAD / HTTP/1.1" 404 -
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /login.php HTTP/1.1" 404 769
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /this_server/all_settings.shtml HTTP/1.1" 404 794
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET / HTTP/1.1" 404 760
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /authenticate/login HTTP/1.1" 404 782
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /start.js HTTP/1.1" 404 768
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /tmui/ HTTP/1.1" 404 769
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /login HTTP/1.1" 404 765
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /netmri/config/userAdmin/login.tdf HTTP/1.1" 404 805
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /scgi-bin/platform.cgi HTTP/1.1" 404 785
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /admin/login.do HTTP/1.1" 404 778
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /en/main.js HTTP/1.1" 404 774
10.172.210.202 - - [18/Jun/2025:09:04:54 +0000] "GET /mgmt/login?dest=%2Fmgmt%2Fgui%3Fp%3Dhome&reason=&username= HTTP/1.1" 404 774
